104	1000	30	60	0	3	833	0	757	782.65686	96.721825	0	0
104	500	30	10000	0	3	625	0	454.3382	468.2452	97.02997	0	1
104	1000	30	0	0	3	886	0	922.75684	938.17834	98.35623	0	2
104	500	30	60	0	3	577	0	401	407.3569	98.439476	0	3
104	1000	30	10000	0	3	489	0	739	747.0245	98.92581	0	4
104	500	30	0	0	3	600	0	447	458.5493	97.48134	0	5
104	1000	30	10000	0	3	625	0	765	774.83795	98.730316	1	0
104	500	30	60	0	3	659	0	387.6317	392.99207	98.63602	1	1
104	500	30	0	0	3	658	0	585.9033	593.1102	98.7849	1	2
104	1000	30	0	0	3	631	0	825	838.29535	98.414	1	3
104	1000	30	60	0	3	542	0	792.01666	801.7262	98.788925	1	4
104	500	30	10000	0	3	598	0	447.06158	456.56375	97.91877	1	5
104	1000	30	10000	0	3	570	0	745	763.75946	97.5438	2	0
104	500	30	60	0	3	634	0	456	472.55475	96.49676	2	1
104	500	30	0	0	3	528	0	412.31662	421.73312	97.76719	2	2
104	1000	30	60	0	3	590	0	803.13275	813.98914	98.666275	2	3
104	500	30	10000	0	3	639	1	509.22375	520.0246	97.92301	2	4
104	1000	30	0	0	3	601	0	774	787.409	98.29707	2	5
104	500	30	10000	0	3	675	0	432.21942	442.17206	97.74915	3	0
104	1000	30	60	0	3	725	0	861.0665	875.9107	98.30528	3	1
104	1000	30	0	0	3	746	0	932.2926	952.5144	97.87701	3	2
104	500	30	0	0	3	579	0	379	395.6619	95.78886	3	3
104	1000	30	10000	0	3	558	0	784	799.3359	98.08142	3	4
104	500	30	60	0	3	688	0	507	516.43066	98.173874	3	5
104	500	30	0	0	3	625	0	496	508.42	97.55714	4	0
104	1000	30	0	0	3	756	0	746	764.7654	97.54626	4	1
104	500	30	60	0	3	582	0	466	484.20834	96.23956	4	2
104	1000	30	10000	0	3	519	0	778	794.0661	97.97673	4	3
104	500	30	10000	0	3	629	0	510	529.10187	96.389755	4	4
104	1000	30	60	0	3	544	0	814	830.00366	98.07185	4	5
104	1000	30	10000	0	3	742	0	718	740.49866	96.961685	5	0
104	1000	30	0	0	3	772	0	1113	1136.6267	97.92133	5	1
104	500	30	10000	0	3	519	1	402	410.3576	97.96334	5	2
104	500	30	60	0	3	759	0	582	603.62286	96.41782	5	3
104	1000	30	60	0	3	734	0	968	995.1937	97.267494	5	4
104	500	30	0	0	3	796	0	657	671.439	97.84954	5	5
104	1000	30	10000	0	3	725	0	737	758.8872	97.11588	6	0
104	1000	30	60	0	3	694	0	793.18665	802.7601	98.807434	6	1
104	500	30	10000	0	3	603	0	445	453.83423	98.05343	6	2
104	500	30	60	0	3	665	0	470	486.8665	96.535706	6	3
104	500	30	0	0	3	534	0	370.28088	382.74805	96.74272	6	4
104	1000	30	0	0	3	687	0	816	829.7681	98.34073	6	5
104	1000	30	0	0	3	593	0	782.276	798.4482	97.97455	7	0
104	1000	30	10000	0	3	592	0	736	751.21814	97.974205	7	1
104	500	30	10000	0	3	579	0	499	520.1051	95.94215	7	2
104	1000	30	60	0	3	629	0	813	831.7648	97.74398	7	3
104	500	30	60	0	3	600	0	698	705.1048	98.99238	7	4
104	500	30	0	0	3	647	0	512.1588	525.90015	97.387085	7	5
104	500	30	10000	0	3	632	0	659.43066	666.353	98.96116	8	0
104	500	30	60	0	3	653	1	411.2136	426.9745	96.3087	8	1
104	500	30	0	0	3	722	0	370	385.71222	95.92644	8	2
104	1000	30	60	0	3	782	0	863.24255	878.2506	98.29114	8	3
104	1000	30	0	0	3	869	0	785	805.14844	97.49755	8	4
104	1000	30	10000	0	3	654	0	852	867.97656	98.15933	8	5
104	1000	30	10000	0	3	737	1	801.81616	832.0232	96.36945	9	0
104	500	30	10000	0	3	774	0	541	568.2944	95.19714	9	1
104	1000	30	60	0	3	863	0	989	1023.1028	96.66673	9	2
104	500	30	0	0	3	743	0	597	618.4455	96.53236	9	3
104	1000	30	0	0	3	782	0	1000.26294	1018.034	98.25438	9	4
104	500	30	60	0	3	691	0	380	405.24207	93.77111	9	5
