10,200,6,10000,1,0,797,0,729.1425,729.1425,100,1311,11,1311,4,0,0,0,1
10,100,6,12,1,0,679,0,432.46542,432.46542,100,1136,11,1127,11,-9,0,1,1
10,100,6,10000,1,0,820,0,369.97556,369.97556,100,1136,11,1136,8,0,0,2,1
10,200,6,0,1,0,686,1,1481.4728,1487.887,99.56891,1311,11,1287,0,-24,0,3,1
10,100,6,0,1,0,781,0,739.12384,743.19476,99.45224,1136,11,1127,0,-9,0,4,1
10,200,6,12,1,0,959,0,843.5365,843.5365,100,1311,11,1311,16,0,0,5,1
10,100,6,10000,1,0,786,1,377.9135,377.9135,100,1136,11,1156,6,20,1,0,1
10,100,6,12,1,0,751,0,473.00397,473.00397,100,1136,11,1129,9,-7,1,1,1
10,200,6,10000,1,0,759,0,732.32367,732.32367,100,1311,11,1316,12,5,1,2,1
10,100,6,0,1,0,806,1,559.9335,559.9335,100,1136,11,1122,15,-14,1,3,1
10,200,6,12,1,0,1190,0,1056.608,1056.608,100,1311,11,1303,10,-8,1,4,1
10,200,6,0,1,0,1265,0,910.026,910.026,100,1311,11,1309,14,-2,1,5,1
10,200,6,12,1,0,1204,0,1354.096,1354.096,100,1311,11,1311,13,0,2,0,1
10,200,6,10000,1,0,1024,0,822.21454,822.21454,100,1311,11,1307,12,-4,2,1,1
10,200,6,0,1,0,815,1,817.9168,817.9168,100,1311,11,1323,6,12,2,2,1
10,100,6,0,1,0,810,0,488.06146,488.06146,100,1136,11,1133,5,-3,2,3,1
10,100,6,10000,1,0,948,0,377.68784,377.68784,100,1136,11,1138,10,2,2,4,1
10,100,6,12,1,0,1045,0,464.05908,464.05908,100,1136,11,1138,13,2,2,5,1
10,200,6,10000,1,0,1023,0,734.80237,734.80237,100,1311,11,1309,10,-2,3,0,1
10,100,6,0,1,0,665,0,408.242,408.242,100,1136,11,1145,0,9,3,1,1
10,100,6,10000,1,0,707,0,390.71872,390.71872,100,1136,11,1132,13,-4,3,2,1
10,200,6,12,1,0,890,0,781.8822,781.8822,100,1311,11,1305,20,-6,3,3,1
10,200,6,0,1,0,762,0,845.38464,845.38464,100,1311,11,1311,11,0,3,4,1
10,100,6,12,1,0,831,0,426.20923,426.20923,100,1136,11,1139,18,3,3,5,1
10,100,6,0,1,0,761,0,413.28357,413.28357,100,1136,11,1145,15,9,4,0,1
10,100,6,12,1,0,654,0,394.00848,394.00848,100,1136,11,1140,11,4,4,1,1
10,100,6,10000,1,0,741,0,420.54416,420.54416,100,1136,11,1133,16,-3,4,2,1
10,200,6,10000,1,0,904,0,722.62683,722.62683,100,1311,11,1310,13,-1,4,3,1
10,200,6,0,1,0,918,0,735.4472,735.4472,100,1311,11,1312,14,1,4,4,1
10,200,6,12,1,0,729,0,763.10986,763.10986,100,1311,11,1306,4,-5,4,5,1
10,100,6,10000,1,0,691,1,362.8093,362.8834,99.979576,1136,11,1154,9,18,5,0,1
10,200,6,0,1,0,796,0,831.0001,831.0001,100,1311,11,1308,13,-3,5,1,1
10,200,6,10000,1,0,957,0,735.77747,735.77747,100,1311,11,1305,11,-6,5,2,1
10,100,6,12,1,0,746,1,386.21738,386.21738,100,1136,11,1123,9,-13,5,3,1
10,100,6,0,1,0,779,0,488.63834,488.63834,100,1136,11,1134,15,-2,5,4,1
10,200,6,12,1,0,1070,0,788.4113,788.4113,100,1311,11,1305,8,-6,5,5,1
10,100,6,10000,1,0,745,0,403.28116,403.28116,100,1136,11,1130,9,-6,6,0,1
10,100,6,12,1,0,896,0,384.2025,384.2025,100,1136,11,1134,15,-2,6,1,1
10,100,6,0,1,0,673,0,420.8531,420.8531,100,1136,11,1135,15,-1,6,2,1
10,200,6,10000,1,0,833,0,722.7904,722.7904,100,1311,11,1311,19,0,6,3,1
10,200,6,0,1,0,981,0,887.7966,887.7966,100,1311,11,1314,13,3,6,4,1
10,200,6,12,1,0,898,0,764.76373,764.76373,100,1311,11,1317,9,6,6,5,1
10,100,6,10000,1,0,592,0,359.74673,359.74673,100,1136,11,1125,13,-11,7,0,1
10,200,6,0,1,0,879,1,886.2024,886.2024,100,1311,11,1297,7,-14,7,1,1
10,100,6,0,1,0,676,0,408.26227,408.26227,100,1136,11,1136,14,0,7,2,1
10,200,6,12,1,0,876,0,771.3075,771.3075,100,1311,11,1307,14,-4,7,3,1
