8,700,21.000000,42.000000,0,5,1548,0,963.24023,869.2044,110.81861,1311,11,1310,0,0,0,1
8,700,21.000000,0.000000,0,5,1337,0,1002.4091,885.192,113.242,1311,11,1315,0,0,1,1
8,350,21.000000,42.000000,0,5,664,0,358.0,231.24832,154.81194,1136,11,1146,0,0,2,1
8,350,21.000000,10000.000000,0,5,831,1,376.38803,380.75964,98.85187,1136,11,1149,0,0,3,1
8,700,21.000000,10000.000000,0,5,1003,0,716.19916,717.6713,99.79487,1311,11,1308,5,0,4,1
8,350,21.000000,0.000000,0,5,1041,0,521.0,402.69858,129.37717,1136,11,1138,0,0,5,1
8,350,21.000000,42.000000,0,5,996,0,653.0,531.9995,122.74448,1136,11,1141,0,1,0,1
8,700,21.000000,0.000000,0,5,2792,0,2044.0154,1845.1271,110.779106,1311,11,1313,0,1,1,1
8,700,21.000000,10000.000000,0,5,866,0,693.0,698.52484,99.20907,1311,11,1302,0,1,2,1
8,350,21.000000,0.000000,0,5,829,0,507.0,396.7703,127.781746,1136,11,1137,0,1,3,1
8,350,21.000000,10000.000000,0,5,621,0,362.0,365.61975,99.009964,1136,11,1138,0,1,4,1
8,700,21.000000,42.000000,0,5,813,0,814.0,691.991,117.63158,1311,11,1320,0,1,5,1
8,700,21.000000,0.000000,0,5,1770,0,1337.0,968.8288,138.00168,1311,11,1312,0,2,0,1
8,700,21.000000,42.000000,0,5,658,0,692.0,567.192,122.00453,1311,11,1309,0,2,1,1
8,350,21.000000,10000.000000,0,5,709,0,347.0,351.11905,98.82688,1136,11,1133,0,2,2,1
8,350,21.000000,42.000000,0,5,714,0,413.0,289.37558,142.7211,1136,11,1142,0,2,3,1
8,350,21.000000,0.000000,0,5,802,0,521.0,396.7128,131.32927,1136,11,1143,0,2,4,1
8,700,21.000000,10000.000000,0,5,837,0,699.77734,702.1677,99.65958,1311,11,1314,0,2,5,1
8,350,21.000000,42.000000,0,5,826,1,542.0,428.0492,126.62096,1136,11,1116,0,3,0,1
8,700,21.000000,10000.000000,0,5,1032,1,760.694,767.10815,99.16385,1311,11,1298,0,3,1,1
8,700,21.000000,0.000000,0,5,947,0,739.0,615.3447,120.09529,1311,11,1314,0,3,2,1
8,350,21.000000,10000.000000,0,5,887,0,349.0,363.35413,96.049545,1136,11,1132,0,3,3,1
8,350,21.000000,0.000000,0,5,1123,0,540.0,437.04062,123.558304,1136,11,1136,0,3,4,1
8,700,21.000000,42.000000,0,5,720,0,698.0,577.90247,120.781624,1311,11,1306,0,3,5,1
8,700,21.000000,0.000000,0,5,790,0,709.0,592.6303,119.63613,1311,11,1316,0,4,0,1
8,350,21.000000,0.000000,0,5,812,0,468.0,346.6469,135.00769,1136,11,1137,0,4,1,1
