4,350,50.400000,22.608000,1,0,29417255,785,0,785,0,0,8,76
4,350,50.400000,22.608000,1,0,29417256,785,0,785,0,0,8,76
4,350,50.400000,22.608000,1,0,29417267,785,0,785,0,0,8,76
4,350,50.400000,22.608000,1,0,29417278,785,0,785,0,0,8,76
4,350,50.400000,22.608000,1,0,29417288,785,0,785,0,0,8,76
4,350,50.400000,22.608000,1,0,29417299,785,0,785,0,0,8,76
4,350,50.400000,22.608000,1,0,29417309,786,0,786,0,0,8,76
4,350,50.400000,22.608000,1,0,29417319,788,0,788,0,0,8,76
4,350,50.400000,22.608000,1,0,29417331,793,0,793,0,0,8,76
4,350,50.400000,22.608000,1,0,29417342,805,0,805,-1,0,8,76
4,350,50.400000,22.608000,1,0,29417354,830,0,830,-3,0,8,76
4,350,50.400000,22.608000,1,0,29417365,862,0,862,-5,0,8,76
4,350,50.400000,22.608000,1,0,29417376,903,0,903,-7,0,8,76
4,350,50.400000,22.608000,1,0,29417386,948,0,948,-10,0,8,76
4,350,50.400000,22.608000,1,0,29417397,989,0,989,-14,0,8,76
4,350,50.400000,22.608000,1,0,29417410,1033,0,1033,-17,0,8,76
4,350,50.400000,22.608000,1,0,29417420,1070,0,1070,-19,0,8,76
4,350,50.400000,22.608000,1,0,29417431,1096,0,1096,-20,0,8,76
4,350,50.400000,22.608000,1,0,29417441,1109,0,1109,-21,0,8,76
4,350,50.400000,22.608000,1,0,29417452,1112,0,1112,-21,0,8,76
4,350,50.400000,22.608000,1,0,29417463,1112,0,1112,-21,0,8,76
4,350,50.400000,22.608000,1,0,29417473,1112,0,1112,-21,0,8,76
4,350,50.400000,22.608000,1,0,29417483,1112,0,1112,-21,0,8,76
4,350,50.400000,22.608000,1,0,29417493,1112,0,1112,-21,0,8,76
4,350,50.400000,22.608000,1,0,29417504,1112,0,1112,-21,0,8,76
4,350,50.400000,22.608000,1,0,29417514,1112,0,1112,-21,0,8,76
4,350,50.400000,22.608000,1,0,29417524,1112,0,1112,-21,0,8,76
4,350,50.400000,22.608000,1,0,29417534,1112,0,1112,-21,0,8,76
4,350,50.400000,22.608000,1,0,29417545,1113,0,1113,-21,0,8,76
4,350,50.400000,22.608000,1,0,29417556,1115,0,1115,-22,0,8,76
4,350,50.400000,22.608000,1,0,29417568,1115,0,1115,-22,0,8,76
4,350,50.400000,22.608000,1,0,29417578,1115,0,1115,-22,0,8,76
4,350,50.400000,22.608000,1,0,29417588,1115,0,1115,-22,0,8,76
4,350,50.400000,22.608000,1,0,29417599,1114,0,1114,-22,0,8,76
4,350,50.400000,22.608000,1,0,29417610,1113,0,1113,-22,0,8,76
4,350,50.400000,22.608000,1,0,29417621,1113,0,1113,-22,0,8,76
4,350,50.400000,22.608000,1,0,29417633,1113,0,1113,-22,0,8,76
4,350,50.400000,22.608000,1,0,29417644,1113,0,1113,-22,0,8,76
4,350,50.400000,22.608000,1,0,29417654,1113,0,1113,-22,0,8,76
4,350,50.400000,22.608000,1,0,29417664,1113,0,1113,-22,0,8,76
4,350,50.400000,22.608000,1,0,29417675,1114,0,1114,-22,0,8,76
