1,350,21.000000,0.000000,0,0,1569,0,384.12244,436.36487,88.02781,0,1136,11,1140,2,0,0,1
1,350,21.000000,42.000000,0,0,960,0,355.0,395.58105,89.74141,0,1136,11,1140,0,0,1,1
1,700,21.000000,10000.000000,0,0,1193,0,725.37317,766.12134,94.68124,0,1311,11,1305,0,0,2,1
1,700,21.000000,42.000000,0,0,753,1,881.97833,891.265,98.95803,0,1311,11,1336,0,0,3,1
1,350,21.000000,10000.000000,0,0,811,0,351.0,379.38452,92.51827,0,1136,11,1143,0,0,4,1
1,700,21.000000,0.000000,0,0,1095,0,713.2462,744.7618,95.76837,0,1311,11,1317,0,0,5,1
1,700,21.000000,0.000000,0,0,1189,0,874.1711,892.17566,97.98195,0,1311,11,1312,5,1,0,1
1,350,21.000000,10000.000000,0,0,642,0,411.99176,417.2832,98.731926,0,1136,11,1127,0,1,1,1
1,350,21.000000,0.000000,0,0,1273,0,472.77188,482.90082,97.90248,0,1136,11,1141,13,1,2,1
1,700,21.000000,42.000000,0,0,948,1,913.1607,919.1922,99.34383,0,1311,11,1322,0,1,3,1
1,700,21.000000,10000.000000,0,0,898,0,701.0,721.4892,97.16016,0,1311,11,1312,0,1,4,1
1,350,21.000000,42.000000,0,0,1037,0,357.60193,388.4369,92.06178,0,1136,11,1144,0,1,5,1
1,350,21.000000,42.000000,0,0,987,0,353.1214,374.80533,94.214615,0,1136,11,1134,0,2,0,1
1,700,21.000000,0.000000,0,0,907,0,726.1127,730.9571,99.33725,0,1311,11,1317,0,2,1,1
1,350,21.000000,0.000000,0,0,962,0,367.23956,377.951,97.165924,0,1136,11,1144,0,2,2,1
1,700,21.000000,10000.000000,0,0,798,0,702.3451,712.35046,98.59544,0,1311,11,1307,0,2,3,1
1,700,21.000000,42.000000,0,0,748,0,708.3457,713.1309,99.32898,0,1311,11,1301,0,2,4,1
1,350,21.000000,10000.000000,0,0,1000,0,406.6079,419.20782,96.994354,0,1136,11,1133,0,2,5,1
1,350,21.000000,10000.000000,0,0,785,0,363.09802,371.22406,97.81101,0,1136,11,1143,0,3,0,1
1,350,21.000000,0.000000,0,0,1301,0,388.6893,406.96075,95.51027,0,1136,11,1141,0,3,1,1
1,700,21.000000,10000.000000,0,0,889,1,698.0552,711.3683,98.128525,0,1311,11,1299,0,3,2,1
1,700,21.000000,42.000000,0,0,836,0,762.66113,769.8179,99.070335,0,1311,11,1315,0,3,3,1
1,350,21.000000,42.000000,0,0,1140,0,367.0,438.9902,83.60096,0,1136,11,1138,0,3,4,1
1,700,21.000000,0.000000,0,0,1051,0,775.0,819.5243,94.567055,0,1311,11,1305,0,3,5,1
1,350,21.000000,0.000000,0,0,731,0,413.65027,426.7549,96.92924,0,1136,11,1134,2,4,0,1
1,700,21.000000,42.000000,0,0,1175,0,757.0,776.9448,97.432915,0,1311,11,1309,0,4,1,1
1,700,21.000000,10000.000000,0,0,1125,0,697.0,714.2387,97.586426,0,1311,11,1303,0,4,2,1
1,700,21.000000,0.000000,0,0,861,0,803.0,813.7594,98.67781,0,1311,11,1309,0,4,3,1
1,350,21.000000,10000.000000,0,0,548,0,347.0,349.59714,99.2571,0,1136,11,1133,0,4,4,1
1,350,21.000000,42.000000,0,0,787,0,349.0,355.36346,98.20931,0,1136,11,1137,0,4,5,1
1,700,21.000000,42.000000,0,0,852,0,784.0878,794.1579,98.73198,0,1311,11,1310,0,5,0,1
1,350,21.000000,42.000000,0,0,654,0,389.0,391.06317,99.47242,0,1136,11,1134,0,5,1,1
1,700,21.000000,0.000000,0,0,1342,0,781.0,802.822,97.28184,0,1311,11,1306,0,5,2,1
1,350,21.000000,10000.000000,0,0,637,0,400.4811,401.5093,99.74391,0,1136,11,1135,3,5,3,1
1,700,21.000000,10000.000000,0,0,881,1,725.0529,732.8361,98.937935,0,1311,11,1324,0,5,4,1
1,350,21.000000,0.000000,0,0,950,0,359.0,375.3922,95.63331,0,1136,11,1143,0,5,5,1
1,700,21.000000,0.000000,0,0,1353,0,733.0,767.9466,95.44935,0,1311,11,1313,0,6,0,1
1,350,21.000000,10000.000000,0,0,742,0,356.0,375.35083,94.844604,0,1136,11,1137,0,6,1,1
1,700,21.000000,10000.000000,0,0,681,0,740.59265,748.052,99.00283,0,1311,11,1306,0,6,2,1
1,350,21.000000,0.000000,0,0,1133,0,404.0,445.18085,90.74964,0,1136,11,1135,0,6,3,1
1,700,21.000000,42.000000,0,0,826,0,844.0088,855.5731,98.64835,0,1311,11,1310,1,6,4,1
1,350,21.000000,42.000000,0,0,940,0,356.0,393.26797,90.52351,0,1136,11,1139,0,6,5,1
1,350,21.000000,10000.000000,0,0,781,0,334.0,364.6934,91.583786,0,1136,11,1127,0,7,0,1
1,350,21.000000,42.000000,0,0,853,0,386.0,402.75296,95.840385,0,1136,11,1140,0,7,1,1
1,350,21.000000,0.000000,0,0,842,0,360.0,388.35553,92.69856,0,1136,11,1137,0,7,2,1
1,700,21.000000,0.000000,0,0,1565,0,774.8705,826.99506,93.69711,0,1311,11,1318,0,7,3,1
1,700,21.000000,42.000000,0,0,761,0,685.2361,706.78406,96.95126,0,1311,11,1304,0,7,4,1
1,700,21.000000,10000.000000,0,0,820,0,703.3406,719.8076,97.7123,0,1311,11,1303,0,7,5,1
1,350,21.000000,0.000000,0,0,595,0,351.0,376.25345,93.288185,0,1136,11,1134,0,8,0,0
1,700,21.000000,42.000000,0,0,631,0,702.0,726.26526,96.6589,0,1311,11,1304,0,8,1,0
1,350,21.000000,10000.000000,0,0,610,0,365.0,374.10574,97.565994,0,1136,11,1140,0,8,2,0
1,350,21.000000,42.000000,0,0,529,0,355.0,363.7002,97.60787,0,1136,11,1137,0,8,3,0
1,700,21.000000,0.000000,0,0,574,0,694.0,704.2771,98.54076,0,1311,11,1304,0,8,4,0
1,700,21.000000,10000.000000,0,0,792,0,706.0,736.20386,95.897354,0,1311,11,1317,0,8,5,0
1,700,21.000000,10000.000000,0,0,760,0,701.0,717.3046,97.72696,0,1311,11,1312,0,9,0,0
1,700,21.000000,0.000000,0,0,787,0,724.0,740.7826,97.734474,0,1311,11,1308,0,9,1,0
1,350,21.000000,10000.000000,0,0,602,0,355.0,363.53275,97.65283,0,1136,11,1144,0,9,2,0
1,700,21.000000,42.000000,0,0,731,0,695.0,708.1352,98.1451,0,1311,11,1313,0,9,3,0
1,350,21.000000,0.000000,0,0,565,0,353.0,362.83475,97.28947,0,1136,11,1130,0,9,4,0
1,350,21.000000,42.000000,0,0,890,0,366.0,390.35025,93.76195,0,1136,11,1137,0,9,5,0
1,350,21.000000,0.000000,0,0,628,0,364.0,386.58557,94.15768,0,1136,11,1141,0,10,0,0
1,700,21.000000,10000.000000,0,0,652,0,702.0,724.4545,96.90049,0,1311,11,1313,0,10,1,0
1,700,21.000000,0.000000,0,0,1000,0,706.0,759.0703,93.008514,0,1311,11,1319,0,10,2,0
1,700,21.000000,42.000000,0,0,881,0,708.0,738.00525,95.93428,0,1311,11,1313,0,10,3,0
1,350,21.000000,10000.000000,0,0,739,0,396.0,417.86502,94.76745,0,1136,11,1140,0,10,4,0
1,350,21.000000,42.000000,0,0,733,0,351.0,382.44528,91.77784,0,1136,11,1141,0,10,5,0
1,350,21.000000,10000.000000,0,0,857,0,373.88635,386.2208,96.80637,0,1136,11,1134,0,11,0,0
1,350,21.000000,42.000000,0,0,687,0,339.0,353.85312,95.80246,0,1136,11,1130,0,11,1,0
1,700,21.000000,10000.000000,0,0,722,0,697.0,721.08636,96.65971,0,1311,11,1311,0,11,2,0
1,700,21.000000,0.000000,0,0,914,0,810.0,824.0426,98.29589,0,1311,11,1310,0,11,3,0
1,700,21.000000,42.000000,0,0,1181,0,700.4142,751.2724,93.23039,0,1311,11,1304,0,11,4,0
1,350,21.000000,0.000000,0,0,950,0,351.0,383.5601,91.511086,0,1136,11,1135,0,11,5,0
