10,700,21.000000,10000.000000,1,0,797,0,729.1425,729.1425,100.0,1311,11,1311,4,0,0,1
10,350,21.000000,42.000000,1,0,679,0,432.46542,432.46542,100.0,1136,11,1127,11,0,1,1
10,350,21.000000,10000.000000,1,0,820,0,369.97556,369.97556,100.0,1136,11,1136,8,0,2,1
10,700,21.000000,0.000000,1,0,686,1,1481.4728,1487.887,99.56891,1311,11,1287,0,0,3,1
10,350,21.000000,0.000000,1,0,781,0,739.12384,743.19476,99.45224,1136,11,1127,0,0,4,1
10,700,21.000000,42.000000,1,0,959,0,843.5365,843.5365,100.0,1311,11,1311,16,0,5,1
10,350,21.000000,10000.000000,1,0,786,1,377.9135,377.9135,100.0,1136,11,1156,6,1,0,1
10,350,21.000000,42.000000,1,0,751,0,473.00397,473.00397,100.0,1136,11,1129,9,1,1,1
10,700,21.000000,10000.000000,1,0,759,0,732.32367,732.32367,100.0,1311,11,1316,12,1,2,1
10,350,21.000000,0.000000,1,0,806,1,559.9335,559.9335,100.0,1136,11,1122,15,1,3,1
10,700,21.000000,42.000000,1,0,1190,0,1056.608,1056.608,100.0,1311,11,1303,10,1,4,1
10,700,21.000000,0.000000,1,0,1265,0,910.026,910.026,100.0,1311,11,1309,14,1,5,1
10,700,21.000000,42.000000,1,0,1204,0,1354.096,1354.096,100.0,1311,11,1311,13,2,0,1
10,700,21.000000,10000.000000,1,0,1024,0,822.21454,822.21454,100.0,1311,11,1307,12,2,1,1
10,700,21.000000,0.000000,1,0,815,1,817.9168,817.9168,100.0,1311,11,1323,6,2,2,1
10,350,21.000000,0.000000,1,0,810,0,488.06146,488.06146,100.0,1136,11,1133,5,2,3,1
10,350,21.000000,10000.000000,1,0,948,0,377.68784,377.68784,100.0,1136,11,1138,10,2,4,1
10,350,21.000000,42.000000,1,0,1045,0,464.05908,464.05908,100.0,1136,11,1138,13,2,5,1
10,700,21.000000,10000.000000,1,0,1023,0,734.80237,734.80237,100.0,1311,11,1309,10,3,0,1
10,350,21.000000,0.000000,1,0,665,0,408.242,408.242,100.0,1136,11,1145,0,3,1,1
10,350,21.000000,10000.000000,1,0,707,0,390.71872,390.71872,100.0,1136,11,1132,13,3,2,1
