1001,700,20,0,0,0,0,793,0,706.5503,706.5503,100,0,1310,0,1317,518,0,0,1
1001,350,20,42,12,0,0,506,0,413.0333,413.0333,100,0,1135,0,1134,520,0,1,1
1001,700,20,21,1,0,0,513,0,712.9777,712.9777,100,0,1310,0,1318,533,0,2,1
1001,350,20,21,0,0,0,491,0,359.4515,359.4515,100,0,1135,0,1127,540,0,3,1
1001,700,20,73,0,0,0,682,0,805.5907,805.5907,100,0,1310,0,1308,543,0,4,1
1001,350,20,21,70,0,0,468,0,353.2291,353.2291,100,0,1135,0,1136,514,0,5,1
1001,350,20,42,0,0,0,742,0,406.368,406.368,100,0,1135,0,1136,530,0,6,1
1001,350,20,42,1,0,0,657,0,505.61172,505.61172,100,0,1135,0,1136,565,0,7,1
1001,700,20,42,70,0,0,561,0,718.3542,718.3542,100,0,1310,0,1304,590,0,8,1
1001,700,20,21,150,0,0,771,0,739.0529,739.0529,100,0,1310,0,1316,540,0,9,1
1001,700,20,21,0,0,0,660,0,830.81665,830.81665,100,0,1310,0,1309,507,0,10,1
1001,350,20,21,1,0,0,541,0,391.66553,391.66553,100,0,1135,0,1139,520,0,11,1
1001,350,20,0,0,0,0,566,0,428.2256,428.2256,100,0,1135,0,1144,513,0,12,1
1001,700,20,73,12,0,0,576,0,769.51984,769.51984,100,0,1310,0,1312,478,0,13,1
1001,350,20,73,12,0,0,544,0,501.23065,501.23065,100,0,1135,0,1142,502,0,14,1
1001,350,20,0,12,0,0,504,0,366.8474,366.8474,100,0,1135,0,1133,512,0,15,1
1001,700,20,42,12,0,0,704,0,973.97095,973.97095,100,0,1310,0,1311,529,0,16,1
1001,700,20,21,12,0,0,606,0,757.94867,757.94867,100,0,1310,0,1312,545,0,17,1
1001,700,20,42,0,0,0,494,0,716.36615,716.36615,100,0,1310,0,1308,537,0,18,1
1001,350,20,0,1,0,0,550,0,462.8718,462.8718,100,0,1135,0,1138,539,0,19,1
1001,350,20,21,150,0,0,647,0,474.60004,474.60004,100,0,1135,0,1138,567,0,20,1
1001,350,20,0,150,0,0,537,0,418.62808,418.62808,100,0,1135,0,1132,607,0,21,1
1001,700,20,73,150,0,0,750,0,757.617,757.617,100,0,1310,0,1307,582,0,22,1
1001,700,20,42,150,0,0,787,0,834.20624,834.20624,100,0,1310,0,1308,574,0,23,1
1001,350,20,73,150,0,0,517,0,520.72534,520.72534,100,0,1135,0,1139,631,0,24,1
1001,350,20,42,150,0,0,578,0,364.12482,364.12482,100,0,1135,0,1136,643,0,25,1
1001,350,20,73,0,0,0,601,0,572.10034,572.10034,100,0,1135,0,1133,666,0,26,1
1001,700,20,73,70,0,0,653,0,886.693,886.693,100,0,1310,0,1304,656,0,27,1
1001,700,20,0,70,0,0,578,0,793.2053,793.2053,100,0,1310,0,1316,682,0,28,1
1001,350,20,73,1,0,0,483,0,426.3135,426.3135,100,0,1135,0,1128,651,0,29,1
1001,700,20,42,1,0,0,613,0,923.7602,923.7602,100,0,1310,0,1311,648,0,30,1
