1001,350,20,73,12,1,0,576595109,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595110,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595113,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595116,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595119,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595122,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595126,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595129,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595132,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595135,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595138,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595142,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595145,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595148,788,699,788,699,0,15,18,0
1001,350,20,73,12,1,0,576595152,789,699,789,699,0,15,18,0
1001,350,20,73,12,1,0,576595155,790,699,790,699,0,15,18,0
1001,350,20,73,12,1,0,576595158,791,698,791,698,0,15,18,0
1001,350,20,73,12,1,0,576595161,792,697,792,697,0,15,18,0
1001,350,20,73,12,1,0,576595164,795,697,795,697,0,15,18,0
1001,350,20,73,12,1,0,576595167,798,695,798,695,0,15,18,0
1001,350,20,73,12,1,0,576595171,801,694,801,694,0,15,18,0
1001,350,20,73,12,1,0,576595174,806,693,806,693,0,15,18,0
1001,350,20,73,12,1,0,576595177,812,693,812,693,0,15,18,0
1001,350,20,73,12,1,0,576595180,818,692,818,692,0,15,18,0
1001,350,20,73,12,1,0,576595183,827,691,827,691,0,15,18,0
1001,350,20,73,12,1,0,576595186,836,691,836,691,0,15,18,0
1001,350,20,73,12,1,0,576595190,855,690,855,690,0,15,18,0
1001,350,20,73,12,1,0,576595194,879,689,879,689,0,15,18,0
1001,350,20,73,12,1,0,576595197,894,688,894,688,0,15,18,0
1001,350,20,73,12,1,0,576595200,908,688,908,688,0,15,18,0
1001,350,20,73,12,1,0,576595205,923,688,923,688,0,15,18,0
1001,350,20,73,12,1,0,576595208,952,688,952,688,0,15,18,0
1001,350,20,73,12,1,0,576595211,965,688,965,688,0,15,18,0
1001,350,20,73,12,1,0,576595214,979,688,979,688,0,15,18,0
