1001,700,20,21,12,1,0,576512493,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512494,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512497,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512501,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512504,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512507,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512510,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512513,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512516,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512519,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512522,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512526,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512529,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512532,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512535,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512538,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512542,607,763,607,763,0,13,36,0
1001,700,20,21,12,1,0,576512545,607,762,607,762,0,13,36,0
1001,700,20,21,12,1,0,576512549,608,762,608,762,0,13,36,0
1001,700,20,21,12,1,0,576512552,609,761,609,761,0,13,36,0
1001,700,20,21,12,1,0,576512555,610,760,610,760,0,13,36,0
1001,700,20,21,12,1,0,576512558,611,760,611,760,0,13,36,0
1001,700,20,21,12,1,0,576512561,613,759,613,759,0,13,36,0
1001,700,20,21,12,1,0,576512564,616,758,616,758,0,13,36,0
1001,700,20,21,12,1,0,576512568,618,757,618,757,0,13,36,0
1001,700,20,21,12,1,0,576512571,622,755,622,755,0,13,36,0
1001,700,20,21,12,1,0,576512574,629,754,629,754,0,13,36,0
1001,700,20,21,12,1,0,576512577,639,753,639,753,0,13,36,0
1001,700,20,21,12,1,0,576512580,650,753,650,753,0,13,36,0
1001,700,20,21,12,1,0,576512583,665,752,665,752,0,13,36,0
1001,700,20,21,12,1,0,576512587,681,751,681,751,0,13,36,0
1001,700,20,21,12,1,0,576512590,707,751,707,751,0,13,36,0
1001,700,20,21,12,1,0,576512593,725,748,725,748,0,13,36,0
1001,700,20,21,12,1,0,576512596,742,747,742,747,0,13,36,0
1001,700,20,21,12,1,0,576512600,771,745,771,745,0,13,36,0
1001,700,20,21,12,1,0,576512603,806,744,806,744,0,13,36,0
1001,700,20,21,12,1,0,576512606,828,743,828,743,0,13,36,0
1001,700,20,21,12,1,0,576512610,863,743,863,743,0,13,36,0
1001,700,20,21,12,1,0,576512613,901,743,901,743,0,13,36,0
1001,700,20,21,12,1,0,576512616,924,743,924,743,0,13,36,0
1001,700,20,21,12,1,0,576512619,951,743,951,743,0,13,36,0
1001,700,20,21,12,1,0,576512622,978,743,978,743,0,13,36,0
1001,700,20,21,12,1,0,576512626,1002,742,1002,742,0,13,36,0
1001,700,20,21,12,1,0,576512629,1042,742,1042,742,0,13,36,0
1001,700,20,21,12,1,0,576512632,1066,741,1066,741,0,13,36,0
1001,700,20,21,12,1,0,576512636,1093,741,1093,741,0,13,36,0
1001,700,20,21,12,1,0,576512639,1130,740,1130,740,0,13,36,0
1001,700,20,21,12,1,0,576512642,1154,740,1154,740,0,13,36,0
1001,700,20,21,12,1,0,576512645,1179,739,1179,739,0,13,36,0
1001,700,20,21,12,1,0,576512649,1213,738,1213,738,0,13,36,0
1001,700,20,21,12,1,0,576512652,1235,737,1235,737,0,13,36,0
1001,700,20,21,12,1,0,576512655,1258,737,1258,737,0,13,36,0
1001,700,20,21,12,1,0,576512658,1280,737,1280,737,0,13,36,0
1001,700,20,21,12,1,0,576512662,1303,737,1303,737,0,13,36,0
1001,700,20,21,12,1,0,576512665,1321,737,1321,737,0,13,36,0
1001,700,20,21,12,1,0,576512668,1331,737,1331,737,0,13,36,0
1001,700,20,21,12,1,0,576512672,1340,737,1340,737,0,13,36,0
1001,700,20,21,12,1,0,576512675,1347,737,1347,737,0,13,36,0
1001,700,20,21,12,1,0,576512678,1349,737,1349,737,0,13,36,0
1001,700,20,21,12,1,0,576512681,1350,737,1350,737,0,13,36,0
1001,700,20,21,12,1,0,576512684,1351,737,1351,737,0,13,36,0
1001,700,20,21,12,1,0,576512688,1352,737,1352,737,0,13,36,0
1001,700,20,21,12,1,0,576512691,1351,737,1351,737,0,13,36,0
1001,700,20,21,12,1,0,576512694,1349,737,1349,737,0,13,36,0
1001,700,20,21,12,1,0,576512698,1347,737,1347,737,0,13,36,0
1001,700,20,21,12,1,0,576512701,1343,737,1343,737,0,13,36,0
1001,700,20,21,12,1,0,576512704,1341,737,1341,737,0,13,36,0
1001,700,20,21,12,1,0,576512707,1339,736,1339,736,0,13,36,0
1001,700,20,21,12,1,0,576512711,1338,736,1338,736,0,13,36,0
1001,700,20,21,12,1,0,576512714,1336,736,1336,736,0,13,36,0
1001,700,20,21,12,1,0,576512717,1333,736,1333,736,0,13,36,0
1001,700,20,21,12,1,0,576512721,1329,736,1329,736,0,13,36,0
1001,700,20,21,12,1,0,576512724,1326,735,1326,735,0,13,36,0
